productId,baseName,variantName,description,category,basePrice
1208,4-BROMO INDOLE (For Synthesis) 25 gm,,,,                 P.O.R.
1209,5-BROMO INDOLE 97% (For Synthesis) 10 gm,,,,3000
1210,5-BROMO INDOLE 97% (For Synthesis) 25 gm,,,,6100
1211,1-BROMO NAPHTHALENE 97% (For Synthesis) 100 ml,,,,2000
1212,1-BROMO NAPHTHALENE 97% (For Synthesis) 500 ml,,,,8000
1213,2-BROMO PHENOL 98% Extra Pure 25 gm,,,,4000
1214,2-BROMO PHENOL 98% Extra Pure 100 gm,,,,12000
1215,BROMOPHENOL BLUE INDICATOR AR 5 gm,,,,300
1216,BROMOPHENOL BLUE INDICATOR AR 25 gm,,,,1050
1217,BROMOPHENOL BLUE INDICATOR AR 100 gm,,,,3460
1218,BROMOPHENOL BLUE INDICATOR SOLUTION (0.04%) 125 ml,,,,150
1219,BROMOPHENOL BLUE INDICATOR SOLUTION (0.04%) 500 ml,,,,400
1220,"BROMOPHENOL BLUE 0.1% W/V
AQUEOUS SOLUTION 125 ml",,,,240
1221,"BROMOPHENOL BLUE 0.1% W/V
AQUEOUS SOLUTION 500 ml",,,,720
1222,"BROMOPHENOL BLUE 0.1% W/V
ALCOHOLIC SOLUTION 125 ml",,,,200
1223,"BROMOPHENOL BLUE 0.1% W/V
ALCOHOLIC SOLUTION 500 ml",,,,500
1224,BROMO PYROGALLOL RED AR 1 gm,,,,690
1225,BROMO PYROGALLOL RED AR 5 gm,,,,3000
1226,N-BROMO SUCCINIMIDE 98% Extra Pure 100 gm,,,,530
1227,N-BROMO SUCCINIMIDE 98% Extra Pure 500 gm,,,,2150
1228,BROMOSULPHALEIN Extra Pure 1 gm,,,,2600
1229,BROMOTHYMOL BLUE INDICATOR AR 5 gm,,,,380
1230,BROMOTHYMOL BLUE INDICATOR AR 25 gm,,,,1400
1231,BROMOTHYMOL BLUE INDICATOR AR 100 gm,,,,5000
1232,BROMOTHYMOL BLUE INDICATOR SOLUTION (0.04% Soln.) 125 ml,,,,160
1233,BROMOTHYMOL BLUE INDICATOR SOLUTION (0.04% Soln.) 500 ml,,,,450
1234,"BROMOTHYMOL BLUE 0.1% W/V
AQUEOUS SOLUTION 125 ml",,,,210
1235,"BROMOTHYMOL BLUE 0.1% W/V
AQUEOUS SOLUTION 500 ml",,,,640
1236,BROMOTHYMOL BLUE 0.1% ALCOHOLIC SOLUTION 125 ml,,,,270
1237,BROMOTHYMOL BLUE 0.1% ALCOHOLIC SOLUTION 500 ml,,,,700
1238,BROMOTHYMOL BLUE INDICATOR PAPERS 100 lvs,,,,180
1239,BROMOTHYMOL BLUE INDICATOR PAPERS 200 lvs,,,,310
1240,BROMOTHYMOL BLUE SODIUM SALT AR 10 gm,,,,420
1241,5-BROMO-URACIL 97% Extra Pure 1 gm,,,,180
1242,5-BROMO-URACIL 97% Extra Pure 5 gm,,,,800
1243,BRONOPOL 98% (For Synthesis) 100 gm,,,,650
1244,BRONOPOL 98% (For Synthesis) 500 gm,,,,2400
1245,BRUCINE (Anhydrous) 99% AR 10 gm,,,,860
1246,BRUCINE (Anhydrous) 99% AR 25 gm,,,,1800
1247,BRUCINE (Anhydrous) 99% AR 100 gm,,,,7200
1248,BRUCINE SULPHATE Heptahydrate AR 25 gm,,,,1600
1249,BRUCINE SULPHATE Heptahydrate AR 100 gm,,,,5950
1250,BRUCINE SULPHATE Heptahydrate AR 250 gm,,,,14800
1251,BUFFER SOLUTION pH 4.0 (Phthalate) 500 ml,,,,250
1252,BUFFER SOLUTION pH 4.0 (Phthalate) 2.5 Ltr.,,,,1050
1253,BUFFER SOLUTION pH 7.0 (Phosphate) 500 ml,,,,270
1254,BUFFER SOLUTION pH 7.0 (Phosphate) 2.5 Ltr.,,,,1050
1255,BUFFER SOLUTION pH 9.0 (Borate) 500 ml,,,,270
1256,BUFFER SOLUTION pH 9.0 (Borate) 2.5 Ltr.,,,,1050
1257,BUFFER SOLUTION pH 9.2 500 ml,,,,270
1258,BUFFER SOLUTION pH 9.2 2.5 Ltr.,,,,1050
1259,BUFFER SOLUTION pH 10.0 500 ml,,,,270
1260,BUFFER SOLUTION pH 10.0 2.5 Ltr.,,,,1050
1261,BUFFER CAPSULES pH 4.0 10 cap,,,,220
1262,BUFFER CAPSULES pH 4.0 50 cap,,,,800
1263,BUFFER CAPSULES pH 4.0 100 cap,,,,1400
1264,BUFFER CAPSULES pH 7.0 10 cap,,,,220
1265,BUFFER CAPSULES pH 7.0 50 cap,,,,800
1266,BUFFER CAPSULES pH 7.0 100 cap,,,,1400
1267,BUFFER CAPSULES pH 9.2 10 cap,,,,220
1268,BUFFER CAPSULES pH 9.2 50 cap,,,,800
1269,BUFFER CAPSULES pH 9.2 100 cap,,,,1400
1270,1-BUTANE SULPHONIC ACID SODIUM SALT (ANHYDROUS) 99% (HPLC)  5 gm,,,,360
1271,1-BUTANE SULPHONIC ACID SODIUM SALT (ANHYDROUS) 99% (HPLC)  25 gm,,,,1050
1272,1-BUTANE SULPHONIC ACID SODIUM SALT (ANHYDROUS) 99% (HPLC)  100 gm,,,,4000
1273,1-BUTANE SULPHONIC ACID SODIUM SALT (MONOHYDRATE) 99% (HPLC)  5 gm,,,,360
1274,1-BUTANE SULPHONIC ACID SODIUM SALT (MONOHYDRATE) 99% (HPLC)  25 gm,,,,1050
1275,1-BUTANE SULPHONIC ACID SODIUM SALT (MONOHYDRATE) 99% (HPLC)  100 gm,,,,4000
1276,N-BUTYL ACETATE 99% Extra Pure 500 ml,,,,650
1277,N-BUTYL ACETATE 99% Extra Pure 2.5 Ltr.,,,,2400
1278,N-BUTYL ACETATE 99.5% AR 500 ml,,,,700
1279,N-BUTYL ACETATE 99.5% AR 2.5 Ltr.,,,,2600
1280,BUTYL ACRYLATE (Monomer) 99% (For Synthesis) 500 ml,,,,1050
1281,BUTYL ACRYLATE (Monomer) 99% (For Synthesis) 2.5 Ltr.,,,,4000
1282,ISO-BUTYL ALCOHOL 98.5% (For Synthesis) 500 ml,,,,500
1283,ISO-BUTYL ALCOHOL 98.5% (For Synthesis) 2.5 Ltr.,,,,2000
1284,ISO-BUTYL ALCOHOL 99% AR 500 ml,,,,600
1285,ISO-BUTYL ALCOHOL 99% AR 2.5 Ltr.,,,,2200
1286,N-BUTYL ALCOHOL 99% (For Synthesis) 500 ml,,,,500
1287,N-BUTYL ALCOHOL 99% (For Synthesis) 2.5 Ltr.,,,,1760
1288,N-BUTYL ALCOHOL 99.5% AR 500 ml,,,,560
1289,N-BUTYL ALCOHOL 99.5% AR 2.5 Ltr.,,,,2000
1290,BUTAN-2-OL 99% (For Synthesis) 500 ml,,,,510
1291,BUTAN-2-OL 99% (For Synthesis) 2.5 Ltr.,,,,2100
1292,BUTAN-2-OL 99.5% AR 500 ml,,,,590
1293,BUTAN-2-OL 99.5% AR 2.5 Ltr.,,,,2400
1294,tert-BUTANOL 98.5% (For Synthesis) 500 ml,,,,600
1295,tert-BUTANOL 98.5% (For Synthesis) 2.5 Ltr.,,,,2500
1296,tert-BUTANOL 99% AR 500 ml,,,,680
1297,tert-BUTANOL 99% AR 2.5 Ltr.,,,,2700
1298,tert-BUTYLAMINE 99% (For Synthesis) 500 ml,,,,900
1299,tert-BUTYLAMINE 99% (For Synthesis) 2.5 Ltr.,,,,3800
1300,n-BUTYLAMINE 98% Extra Pure (1-Butanamine; 1-Aminobutane) 500 ml,,,,650
1301,n-BUTYLAMINE 98% Extra Pure (1-Butanamine; 1-Aminobutane) 2.5  Ltr.,,,,3000
1302,n-BUTYLAMINE 99% AR (1-Butanamine; 1-Aminobutane) 500 ml,,,,750
1303,n-BUTYLAMINE 99% AR (1-Butanamine; 1-Aminobutane) 2.5  Ltr.,,,,3200
1304,BUTYLATED HYDROXY ANISOLE 98% 100 gm,,,,900
1305,BUTYLATED HYDROXY ANISOLE 98% 500 gm,,,,3400
1306,BUTYLATED HYDROXY TOLUENE 99% 500 gm,,,,1200
1307,BUTYLATED HYDROXY TOLUENE 99% 5 kg,,,,9000
1308,4-TERT-BUTYL CATECHOL 98% Extra Pure 500 gm,,,,1800
1309,BUTYL CELLOSOLVE 98% Extra Pure 500 ml,,,,686
1310,BUTYL CELLOSOLVE 98% Extra Pure 2.5 Ltr.,,,,2850
1311,BUTYL CELLOSOLVE 99% AR 500 ml,,,,800
1312,BUTYL CELLOSOLVE 99% AR 2.5 Ltr.,,,,3050
1313,TERT-BUTYL HYDROQUINONE 98% 250 gm,,,,1100
1314,TERT-BUTYL HYDROQUINONE 98% 500 gm,,,,2000
1315,TERT-BUTYL HYDROQUINONE 98% 2.5 kg,,,,9500
1316,BUTYL PARABEN 99% Extra Pure 500 gm,,,,1850
1317,BUTYRALDEHYDE 99% (For Synthesis) 500 ml,,,,650
1318,BUTYRALDEHYDE 99% (For Synthesis) 2.5 Ltr.,,,,2800
1319,N-BUTYRIC ACID 99% (For Synthesis) 500 ml,,,,700
1320,N-BUTYRIC ACID 99% (For Synthesis) 2.5 Ltr.,,,,2850
1321,Y-BUTYROLACTONE 99% (For Synthesis) 500 ml,,,,1650
1322,Y-BUTYROLACTONE 99% (For Synthesis) 2.5 Ltr.,,,,7000
1323,CACOTHELINE 95% AR 5 gm,,,,800
1324,CACOTHELINE 95% AR 25 gm,,,,3600
1325,CADMIUM AAS STANDARD SOLUTION 1000mg/l Cd In Diluted HNO3 100 ml,,,,1800
1326,CADMIUM AAS STANDARD SOLUTION 1000mg/l Cd In Diluted HNO3 500 ml,,,,3000
1327,CADMIUM AAS STANDARD SOLUTION 1000mg/l Cd In Diluted HCI 100 ml,,,,1800
1328,CADMIUM AAS STANDARD SOLUTION 1000mg/l Cd In Diluted HCI 500 ml,,,,3000
1329,CADMIUM METAL GRANULAR 99.9% AR 100 gm,,,,410
1330,CADMIUM METAL GRANULAR 99.9% AR 500 gm,,,,1700
1331,CADMIUM ACETATE Dihydrate 98% Extra Pure 100 gm,,,,500
1332,CADMIUM ACETATE Dihydrate 98% Extra Pure 500 gm,,,,1500
1333,CADMIUM ACETATE Dihydrate 99% AR 100 gm,,,,600
1334,CADMIUM ACETATE Dihydrate 99% AR 500 gm,,,,1800
1335,CADMIUM BROMIDE 98% Extra Pure 100 gm,,,,800
1336,CADMIUM BROMIDE 98% Extra Pure 500 gm,,,,3800
1337,CADMIUM CARBONATE Extra Pure 100 gm,,,,420
1338,CADMIUM CARBONATE Extra Pure 500 gm,,,,1600
1339,CADMIUM CHLORIDE (Monohydrate) 98% Extra Pure 100 gm,,,,450
1340,CADMIUM CHLORIDE (Monohydrate) 98% Extra Pure 500 gm,,,,1800
1341,CADMIUM CHLORIDE (Monohydrate) 99% AR 100 gm,,,,500
1342,CADMIUM CHLORIDE (Monohydrate) 99% AR 500 gm,,,,1900
1343,CADMIUM HYDROXIDE 500 gm,,,,4000
1344,CADMIUM IODIDE 99% Extra Pure 100 gm,,,,3000
1345,CADMIUM IODIDE 99% Extra Pure 500 gm,,,,13500
1346,CADMIUM NITRATE Tetrahydrate 98% Extra Pure 100 gm,,,,450
1347,CADMIUM NITRATE Tetrahydrate 98% Extra Pure 500 gm,,,,1700
1348,CADMIUM NITRATE Tetrahydrate 99% AR 100 gm,,,,500
1349,CADMIUM NITRATE Tetrahydrate 99% AR 500 gm,,,,1900
1350,CADMIUM OXALATE 100 gm,,,,2200
1351,CADMIUM OXALATE 250 gm,,,,4400
1352,CADMIUM OXIDE 99.5% Extra Pure 100 gm,,,,500
1353,CADMIUM OXIDE 99.5% Extra Pure 500 gm,,,,2200
1354,CADMIUM OXIDE 99.7% AR 100 gm,,,,580
1355,CADMIUM OXIDE 99.7% AR 500 gm,,,,2350
1356,CADMIUM SULPHATE Octahydrate 98% (Extra Pure) 100 gm,,,,600
1357,CADMIUM SULPHATE Octahydrate 98% (Extra Pure) 500 gm,,,,1900
1358,CADMIUM SULPHATE Octahydrate 99% AR 100 gm,,,,700
1359,CADMIUM SULPHATE Octahydrate 99% AR 500 gm,,,,2050
1360,CADMIUM SULPHIDE (ORANGE) 99% 100 gm,,,,800
1361,CADMIUM SULPHIDE (ORANGE) 99% 500 gm,,,,2800
1362,CAFFEINE (Anhydrous) 98% Extra Pure 100 gm,,,,1100
1363,CAFFEINE (Anhydrous) 98% Extra Pure 250 gm,,,,2500
1364,CAFFEINE (Anhydrous) 98% Extra Pure 500 gm,,,,4800
1365,CAFFEINE Anhydrous 99% AR 100 gm,,,,1250
1366,CAFFEINE Anhydrous 99% AR 500 gm,,,,5600
1367,CAFFEINE CITRATE purified 250 gm,,,,5000
1368,CAFFEINE CITRATE purified 500 gm,,,,9000
1369,CALAMINE 98% Extra Pure 500 gm,,,,850
1370,CALCEIN INDICATOR AR 1 gm,,,,225
1371,CALCEIN INDICATOR AR 5 gm,,,,800
1372,CALCITE ORE 250 gm,,,,2400
1373,CALCIUM AAS STANDARD SOLUTION 1000mg/l Ca In Diluted HNO3 100 ml,,,,1800
1374,CALCIUM AAS STANDARD SOLUTION 1000mg/l Ca In Diluted HNO3 500 ml,,,,3000
1375,CALCIUM AAS STANDARD SOLUTION 1000mg/l Ca In Diluted HCl 100 ml,,,,1800
1376,CALCIUM AAS STANDARD SOLUTION 1000mg/l Ca In Diluted HCl 500 ml,,,,3000
1377,CALCIUM METAL GRANULAR 98% 100 gm,,,,700
1378,CALCIUM METAL GRANULAR 98% 500 gm,,,,2700
1379,CALCIUM ACETATE (Hydrate) 98% Extra Pure 500 gm,,,,700
1380,CALCIUM ACETATE (Hydrate) 99% AR 500 gm,,,,950
1381,CALCIUM BROMIDE Hydrate 82% Extra Pure 500 gm,,,,1600
1382,CALCIUM CARBONATE 98% Extra Pure 500 gm,,,,250
1383,CALCIUM CARBONATE Precipitated 99% AR 500 gm,,,,320
1384,CALCIUM CHLORIDE ANHYDROUS 90% Extra Pure 500 gm,,,,500
1385,CALCIUM CHLORIDE (FUSED) 95% Extra Pure 500 gm,,,,240
1386,CALCIUM CHLORIDE Dihydrate 98% Extra Pure 500 gm,,,,300
1387,CALCIUM CHLORIDE Dihydrate 98% Extra Pure 5 kg,,,,2100
1388,CALCIUM CHLORIDE Dihydrate 99% AR 500 gm,,,,500
1389,CALCIUM CITRATE (Tetrahydrate) 97% Extra Pure 500 gm,,,,700
1390,CALCIUM FLUORIDE 97% Extra Pure 500 gm,,,,950
1391,CALCIUM GLUCONATE (Monohydrate) 99% 500 gm,,,,600
1392,CALCIUM HARDNESS INDICATOR (Tablets) 100 tab,,,,270
1393,CALCIUM HYDROXIDE 95% Extra Pure 500 gm,,,,220
1394,CALCIUM HYDROXIDE 96% AR 500 gm,,,,580
1395,CALCIUM HYPOCHLORITE Pure 500 gm,,,,200
1396,CALCIUM IODATE 98% 100 gm,,,,3000
1397,CALCIUM IODATE 98% 250 gm,,,,6400
1398,CALCIUM LACTATE (Hydrate) 98% Extra Pure 500 gm,,,,500
1399,CALCIUM LACTATE (Hydrate) 98% Extra Pure 1 kg,,,,950
1400,CALCIUM NITRATE (Tetrahydrate) 98% Extra Pure 500 gm,,,,240
1401,CALCIUM NITRATE (Tetrahydrate) 99% AR 500 gm,,,,340
1402,CALCIUM OXIDE (Powder) 90% Extra Pure 500 gm,,,,220
1403,CALCIUM OXIDE (Lumps) 90% Extra Pure 500 gm,,,,220
1404,CALCIUM-D-PANTOTHENATE 98% (For Biochemistry) 10 gm,,,,330
1405,CALCIUM-D-PANTOTHENATE 98% (For Biochemistry) 25 gm,,,,800
1406,CALCIUM-D-PANTOTHENATE 98% (For Biochemistry) 100 gm,,,,2600
1407,CALCIUM PHOSPHATE DIBASIC (Anhydrous) 98% (Extra Pure) 500 gm,,,,650
1408,CALCIUM PHOSPHATE DIBASIC (Dihydrate) 98% (Extra Pure) 500 gm,,,,600
1409,CALCIUM PHOSPHATE MONOBASIC 95% Extra Pure 500 gm,,,,650
1410,CALCIUM PHOSPHATE TRIBASIC Extra Pure 500 gm,,,,450
1411,CALCIUM PHOSPHATE TRIBASIC Extra Pure 5 kg,,,,3500
1412,CALCIUM PROPIONATE 98% Extra Pure 500 gm,,,,600
1413,CALCIUM-D-SACCHARATE Tetrahydrate 100 gm,,,,2100
1414,CALCIUM-D-SACCHARATE Tetrahydrate 250 gm,,,,3800
1415,CALCIUM STEARATE Extra Pure 500 gm,,,,600
1416,CALCIUM SULPHATE Anhydrous (Dried) 96% 500 gm,,,,330
1417,CALCIUM SULPHATE Anhydrous (Dried) 96% 5 kg,,,,2700
1418,CALCIUM SULPHATE Dihydrate 98% Extra Pure 500 gm,,,,320
1419,CALCIUM SULPHATE Dihydrate 99% AR 500 gm,,,,400
1420,CALCON For Titrating Metal (C.I.NO.15705) 5 gm,,,,300
1421,CALCON For Titrating Metal (C.I.NO.15705) 25 gm,,,,860
1422,CALCON For Titrating Metal (C.I.NO.15705) 100 gm,,,,2900
1423,CALCON CARBOXYLIC ACID AR 5 gm,,,,260
1424,CALCON CARBOXYLIC ACID AR 25 gm,,,,910
1425,CALCON CARBOXYLIC ACID AR 100 gm,,,,3100
1426,CALMAGITE INDICATOR AR 1 gm,,,,230
1427,CALMAGITE INDICATOR AR 5 gm,,,,850
1428,CAMPHOR POWDER 99% Extra Pure 100 gm,,,,610
1429,CAMPHOR POWDER 99% Extra Pure 500 gm,,,,2900
1430,D-10 CAMPHOR SULPHONIC ACID 99% (For Synthesis) 100 gm,,,,1700
1431,D-10 CAMPHOR SULPHONIC ACID 99% (For Synthesis) 500 gm,,,,7500
1432,CANADA BALSAM (Synthetic) 100 ml,,,,350
1433,CANADA BALSAM (Synthetic) 500 ml,,,,1360
1434,CANDELILA WAX 100 gm,,,,1200
1435,CANDELILA WAX 500 gm,,,,4600
1436,CAPRIC ACID 98% (For Synthesis) 250 ml,,,,860
1437,CAPRIC ACID 98% (For Synthesis) 500 ml,,,,1600
1438,CAPRIC ACID 98% (For Synthesis) 2.5 Ltr.,,,,7000
1439,CAPROIC ACID 98% (For Synthesis) 500 ml,,,,1400
1440,CAPROIC ACID 98% (For Synthesis) 2.5 Ltr.,,,,6400
1441,CAPRYLIC ACID 99% (For Synthesis) 500 ml,,,,1500
1442,CAPRYLIC ACID 99% (For Synthesis) 2.5 Ltr.,,,,7000
1443,CAPRYLIC ACID SODIUM SALT 99% Extra Pure 250 gm,,,,1550
1444,CAPRYLIC ACID SODIUM SALT 99% Extra Pure 1 kg,,,,4800
1445,CARRAGEENAN SODIUM SALT (IRISH MOSH) 100 gm,,,,2300
1446,CARRAGEENAN SODIUM SALT (IRISH MOSH) 250 gm,,,,4200
1447,CAPS BUFFER 99% (For Biochemistry) 25 gm,,,,1100
1448,CAPS BUFFER 99% (For Biochemistry) 100 gm,,,,3600
1449,CAPSO BUFFER 99% (For Biochemistry) 25 gm,,,,1600
1450,CAPSO BUFFER 99% (For Biochemistry) 100 gm,,,,5300
1451,CARBAZOLE 95% (For Synthesis) 100 gm,,,,2600
1452,CARBAZOLE 95% (For Synthesis) 500 gm,,,,9800
1453,CARBOL FUCHSIN POWDER (For Microscopy) 25 gm,,,,340
1454,CARBOL FUCHSIN POWDER (For Microscopy) 100 gm,,,,920
1455,CARBOL FUCHSIN POWDER (For Microscopy) 500 gm,,,,3700
1456,CARBOL FUCHSIN STAINING SOLUTION (Dilute) 125 ml,,,,160
1457,CARBOL FUCHSIN STAINING SOLUTION (Dilute) 500 ml,,,,480
1458,CARBOL FUCHSIN STAINING SOLUTION (Strong) 125 ml,,,,170
1459,CARBOL FUCHSIN STAINING SOLUTION (Strong) 500 ml,,,,500
1460,CARBON TETRACHLORIDE 99% Extra Pure 500 ml,,,,2000
1461,CARBON TETRACHLORIDE 99% Extra Pure 2.5 Ltr.,,,,9420
1462,CARBON TETRACHLORIDE 99.5% AR (Tetrachloromethane) 500 ml,,,,2250
1463,CARBON TETRACHLORIDE 99.5% AR (Tetrachloromethane) 2.5 Ltr.,,,,10100
1464,"1,1,-CARBONYLDIIMIDAZOLE 99% (For Synthesis) 100 gm",,,,2450
1465,"1,1,-CARBONYLDIIMIDAZOLE 99% (For Synthesis) 500 gm",,,,9000
1466,CARBOPOL 934 100 gm,,,,800
1467,CARBOPOL 934 500 gm,,,,3100
1468,CARBOPOL 940 100 gm,,,,750
1469,CARBOPOL 940 500 gm,,,,2900
1470,CARBOXY METHYL CELLULOSE SODIUM SALT (Medium Viscosity) 500 gm,,,,1050
1471,CARBOXY METHYL CELLULOSE SODIUM SALT (High Viscosity) (400 - 800 Cps) 500 gm,,,,1050
1472,CARBOXY METHYL CELLULOSE SODIUM SALT (High Viscosity) (1100 - 1900 Cps) 500 gm,,,,1050
1473,"CARMINE (For Microscopy) (C.I.NO.75470)
 5 gm",,,,650
1474,"CARMINE (For Microscopy) (C.I.NO.75470)
 25 gm",,,,2800
1475,"CARMINE (For Microscopy) (C.I.NO.75470)
 100 gm",,,,9800
1476,CARMINE SOLUTION (Zorkin) 100 ml,,,,1000
1477,CARMINIC ACID 98% AR (For Microscopy) (C.I.NO.75470) 1 gm,,,,2400
1478,CARMINIC ACID 98% AR (For Microscopy) (C.I.NO.75470) 5 gm,,,,7700
1479,CARMOISINE A (C.I.NO.14720) 25 gm,,,,200
1480,CARMOISINE A (C.I.NO.14720) 100 gm,,,,600
1481,CARMOISINE A (C.I.NO.14720) 1 kg,,,,6200
1482,L-CARNITINE 99% (For Biochemistry) 5 gm,,,,2300
1483,L-CARNITINE 99% (For Biochemistry) 25 gm,,,,8000
1484,L-CARNITINE HYDROCHLORIDE 99% (For Biochemistry) 5 gm,,,,3200
1485,L-CARNITINE HYDROCHLORIDE 99% (For Biochemistry) 25 gm,,,,9000
1486,CARNOY'S FLUID (Fixative) 100 ml,,,,340
1487,CARNOY'S FLUID (Fixative) 500 ml,,,,1250
1488,CARNUBA WAX 100 gm,,,,750
1489,CARNUBA WAX 500 gm,,,,3000
1490,CASEIN SOLUBLE IN ALKALI 500 gm,,,,1900
1491,CASEIN Purified 500 gm,,,,1900
1492,CASEIN HYDROLYSATE (Technical) 100 gm,,,,1100
1493,CASEIN HYDROLYSATE (Technical) 500 gm,,,,4800
1494,CASEIN HYDROLYSATE (Certified) 100 gm,,,,1200
1495,CASEIN HYDROLYSATE (Certified) 500 gm,,,,4900
1496,CATECHOL 98% (For Synthesis) 100 gm,,,,400
1497,CATECHOL 98% (For Synthesis) 500 gm,,,,1100
1498,CATECHOL 99% AR 100 gm,,,,600
1499,CATECHOL 99% AR 500 gm,,,,2000
1500,C.D.T.A 99% Extra Pure 25 gm,,,,3200
1501,C.D.T.A 99% Extra Pure 100 gm,,,,11800
1502,C.D.T.A 99% AR 25 gm,,,,3400
1503,C.D.T.A 99% AR 100 gm,,,,12700
1504,CELESTIN BLUE (For Microscopy) (C.I.NO.51050) 5 gm,,,,P.O.R
1505,CELESTIN BLUE (For Microscopy) (C.I.NO.51050) 25 gm,,,,P.O.R
1506,CELITE 545 (Filter Aid) 500 gm,,,,550
1507,CELITE 545 (Filter Aid) 5 kg,,,,4000
1508,D-CELLOBIOSE 99% (For Biochemistry) 5 gm,,,,1400
1509,D-CELLOBIOSE 99% (For Biochemistry) 25 gm,,,,6600
1510,CELLOSOLVE 99% Extra Pure 500 ml,,,,580
1511,CELLOSOLVE 99% Extra Pure 2.5 Ltr.,,,,2200
1512,CELLOSOLVE 99.5% AR 500 ml,,,,650
1513,CELLOSOLVE 99.5% AR 2.5 Ltr.,,,,2400
1514,CELLOSOLVE ACETATE 99% (For Synthesis) 500 ml,,,,600
1515,CELLOSOLVE ACETATE 99% (For Synthesis) 2.5 Ltr.,,,,2300
1516,CELLULOSE ACETATE PHTHALATE 100 gm,,,,1000
1517,CELLULOSE ACETATE PHTHALATE 500 gm,,,,3000
1518,CELLULOSE MICROCRYSTALINE (FOR TLC) 500 gm,,,,620
1519,CELLULOSE POWDER (For Column Chromatography) 500 gm,,,,550
1520,CERESIN WAX (WHITE) 500 gm,,,,750
1521,CERIC AMMONIUM NITRATE 98% Extra Pure 100 gm,,,,1100
1522,CERIC AMMONIUM NITRATE 98% Extra Pure 500 gm,,,,5000
1523,CERIC AMMONIUM NITRATE 99% AR 100 gm,,,,1500
1524,CERIC AMMONIUM NITRATE 99% AR 500 gm,,,,6400
1525,CERIC AMMONIUM NITRATE SOLUTION N/20 500 ml,,,,300
1526,CERIC AMMONIUM SULPHATE Dihydrate 98% Extra Pure 100 gm,,,,1300
1527,CERIC AMMONIUM SULPHATE Dihydrate 98% Extra Pure 500 gm,,,,5700
1528,CERIC AMMONIUM SULPHATE Dihydrate 99% AR 100 gm,,,,1600
1529,CERIC AMMONIUM SULPHATE Dihydrate 99% AR 500 gm,,,,6400
1530,"CERIC NITRATE (Hexahydrate) 99% AR
(Cerium (IV) Nitrate) 100 gm",,,,4600
1531,CERIC OXIDE 99.95% AR 25 gm,,,,550
1532,CERIC OXIDE 99.95% AR 100 gm,,,,1300
1533,CERIC OXIDE 99.95% AR 500 gm,,,,5900
1534,CERIC SULPHATE 85% AR 25 gm,,,,900
1535,CERIC SULPHATE 85% AR 100 gm,,,,2600
1536,CERIC SULPHATE SOLUTION N/10 500 ml,,,,540
1537,"CERRIC SULPHATE N/50
(0.02N) Volumetric Solution) 500 ml",,,,540
1538,"CERRIC SULPHATE N/50
(0.02N) Volumetric Solution) 1  Ltr.",,,,900
1539,"CERRIC SULPHATE 0.2M
(0.2N) Volumetric Solution) 500 ml",,,,540
1540,"CERRIC SULPHATE 0.2M
(0.2N) Volumetric Solution) 1  Ltr.",,,,900
1541,CERIUM AAS STANDARD SOLUTION (1000 mg/L Ce In Diluted HNO3) 100 ml,,,,1800
1542,CERIUM AAS STANDARD SOLUTION (1000 mg/L Ce In Diluted HNO3) 500 ml,,,,3000
1543,CEROUS ACETATE 99% AR 100 gm,,,,8500
1544,CEROUS ACETATE 99% AR (Cerium( III) acetate) 250 gm,,,,16000
1545,CEROUS CHLORIDE (Heptahydrate) 98.5% Extra Pure 25 gm,,,,780
1546,CEROUS CHLORIDE (Heptahydrate) 98.5% Extra Pure 100 gm,,,,2400
1547,CERROUS NITRATE 99.9% AR 100 gm,,,,1100
1548,CERROUS NITRATE 99.9% AR 500 gm,,,,4200
1549,CESIUM AAS STANDARD SOLUTION 1000mg/L Cs In Diluted HCL 100 ml,,,,1800
1550,CESIUM AAS STANDARD SOLUTION 1000mg/L Cs In Diluted HCL 500 ml,,,,3000
1551,CESIUM BROMIDE 99.5% AR 10 gm,,,,1800
1552,CESIUM BROMIDE 99.5% AR 25 gm,,,,3600
1553,CESIUM CARBONATE 99% Extra Pure 25 gm,,,,1600
1554,CESIUM CARBONATE 99% Extra Pure 100 gm,,,,5600
1555,CESIUM CHLORIDE 99.9% AR 25 gm,,,,1800
1556,CESIUM CHLORIDE 99.9% AR 100 gm,,,,6600
1557,CESIUM FLUORIDE 99% AR 25 gm,,,,2750
1558,CESIUM FLUORIDE 99% AR 100 gm,,,,9750
1559,CESIUM IODIDE 99% Extra Pure 10 gm,,,,2300
1560,CESIUM IODIDE 99% Extra Pure 25 gm,,,,5300
1561,CESIUM IODIDE 99.5% AR 10 gm,,,,3200
1562,CESIUM IODIDE 99.5% AR 25 gm,,,,6000
1563,CESIUM NITRATE 99.5% AR 10 gm,,,,2800
1564,CESIUM NITRATE 99.5% AR 25 gm,,,,4200
1565,CESIUM SULPHATE 99.5% AR 10 gm,,,,1300
1566,CESIUM SULPHATE 99.5% AR 25 gm,,,,2700
1567,CETOMARCOGOL-100 500 gm,,,,1600
1568,CETRIMIDE 98% Extra Pure 100 gm,,,,510
1569,CETRIMIDE 98% Extra Pure 500 gm,,,,2200
1570,CETRIMIDE 99% AR 100 gm,,,,580
1571,CETRIMIDE 99% AR 500 gm,,,,2300
